jahr,demographie_szenario,rentenalter_szenario,regelaltersgrenze,alter,synthetische_kohorte_mio,nicht_in_rente_anteil,nicht_in_rente_mio,erwerbsquote,effektive_beitragszahler_mio,zusatz_beitragsbasis_mrd_euro
2037,alt,lebenserwartung_gekoppelt_2zu1,68.200,68,1.180,0.200,0.236,0.140,0.028,1.355
2037,alt,lebenserwartung_gekoppelt_2zu1,68.200,69,1.180,0.000,0.000,0.100,0.000,0.000
2037,alt,lebenserwartung_gekoppelt_2zu1,68.200,70,1.180,0.000,0.000,0.070,0.000,0.000
2037,alt,lebenserwartung_gekoppelt_2zu1,68.200,71,1.180,0.000,0.000,0.050,0.000,0.000
2037,alt,lebenserwartung_gekoppelt_2zu1,68.200,72,1.180,0.000,0.000,0.040,0.000,0.000
2037,alt,daenemarknah,69.400,67,1.180,1.000,1.180,0.200,0.201,9.679
2037,alt,daenemarknah,69.400,68,1.180,1.000,1.180,0.140,0.140,6.775
2037,alt,daenemarknah,69.400,69,1.180,0.400,0.472,0.100,0.040,1.936
2037,alt,daenemarknah,69.400,70,1.180,0.000,0.000,0.070,0.000,0.000
2037,alt,daenemarknah,69.400,71,1.180,0.000,0.000,0.050,0.000,0.000
2037,alt,daenemarknah,69.400,72,1.180,0.000,0.000,0.040,0.000,0.000
2038,alt,status_quo_67,67.000,67,1.198,0.000,0.000,0.200,0.000,0.000
2038,alt,status_quo_67,67.000,68,1.198,0.000,0.000,0.140,0.000,0.000
2038,alt,status_quo_67,67.000,69,1.198,0.000,0.000,0.100,0.000,0.000
2038,alt,status_quo_67,67.000,70,1.198,0.000,0.000,0.070,0.000,0.000
2038,alt,status_quo_67,67.000,71,1.198,0.000,0.000,0.050,0.000,0.000
2038,alt,status_quo_67,67.000,72,1.198,0.000,0.000,0.040,0.000,0.000
2038,alt,lebenserwartung_gekoppelt_2zu1,68.300,67,1.198,1.000,1.198,0.200,0.204,10.078
2038,alt,lebenserwartung_gekoppelt_2zu1,68.300,68,1.198,0.300,0.359,0.140,0.043,2.116
2038,alt,lebenserwartung_gekoppelt_2zu1,68.300,69,1.198,0.000,0.000,0.100,0.000,0.000
2038,alt,lebenserwartung_gekoppelt_2zu1,68.300,70,1.198,0.000,0.000,0.070,0.000,0.000
2038,alt,lebenserwartung_gekoppelt_2zu1,68.300,71,1.198,0.000,0.000,0.050,0.000,0.000
2038,alt,lebenserwartung_gekoppelt_2zu1,68.300,72,1.198,0.000,0.000,0.040,0.000,0.000
2038,alt,daenemarknah,69.600,67,1.198,1.000,1.198,0.200,0.204,10.078
2038,alt,daenemarknah,69.600,68,1.198,1.000,1.198,0.140,0.143,7.055
2038,alt,daenemarknah,69.600,69,1.198,0.600,0.719,0.100,0.061,3.023
2038,alt,daenemarknah,69.600,70,1.198,0.000,0.000,0.070,0.000,0.000
2038,alt,daenemarknah,69.600,71,1.198,0.000,0.000,0.050,0.000,0.000
2038,alt,daenemarknah,69.600,72,1.198,0.000,0.000,0.040,0.000,0.000
2039,alt,status_quo_67,67.000,67,1.198,0.000,0.000,0.200,0.000,0.000
2039,alt,status_quo_67,67.000,68,1.198,0.000,0.000,0.140,0.000,0.000
2039,alt,status_quo_67,67.000,69,1.198,0.000,0.000,0.100,0.000,0.000
2039,alt,status_quo_67,67.000,70,1.198,0.000,0.000,0.070,0.000,0.000
2039,alt,status_quo_67,67.000,71,1.198,0.000,0.000,0.050,0.000,0.000
2039,alt,status_quo_67,67.000,72,1.198,0.000,0.000,0.040,0.000,0.000
2039,alt,lebenserwartung_gekoppelt_2zu1,68.400,67,1.198,1.000,1.198,0.200,0.204,10.347
2039,alt,lebenserwartung_gekoppelt_2zu1,68.400,68,1.198,0.400,0.479,0.140,0.057,2.897
2039,alt,lebenserwartung_gekoppelt_2zu1,68.400,69,1.198,0.000,0.000,0.100,0.000,0.000
2039,alt,lebenserwartung_gekoppelt_2zu1,68.400,70,1.198,0.000,0.000,0.070,0.000,0.000
2039,alt,lebenserwartung_gekoppelt_2zu1,68.400,71,1.198,0.000,0.000,0.050,0.000,0.000
2039,alt,lebenserwartung_gekoppelt_2zu1,68.400,72,1.198,0.000,0.000,0.040,0.000,0.000
2039,alt,daenemarknah,69.800,67,1.198,1.000,1.198,0.200,0.204,10.347
2039,alt,daenemarknah,69.800,68,1.198,1.000,1.198,0.140,0.143,7.243
2039,alt,daenemarknah,69.800,69,1.198,0.800,0.959,0.100,0.081,4.139
2039,alt,daenemarknah,69.800,70,1.198,0.000,0.000,0.070,0.000,0.000
2039,alt,daenemarknah,69.800,71,1.198,0.000,0.000,0.050,0.000,0.000
2039,alt,daenemarknah,69.800,72,1.198,0.000,0.000,0.040,0.000,0.000
2040,alt,status_quo_67,67.000,67,1.199,0.000,0.000,0.200,0.000,0.000
2040,alt,status_quo_67,67.000,68,1.199,0.000,0.000,0.140,0.000,0.000
2040,alt,status_quo_67,67.000,69,1.199,0.000,0.000,0.100,0.000,0.000
2040,alt,status_quo_67,67.000,70,1.199,0.000,0.000,0.070,0.000,0.000
2040,alt,status_quo_67,67.000,71,1.199,0.000,0.000,0.050,0.000,0.000
2040,alt,status_quo_67,67.000,72,1.199,0.000,0.000,0.040,0.000,0.000
2040,alt,lebenserwartung_gekoppelt_2zu1,68.500,67,1.199,1.000,1.199,0.200,0.204,10.622
2040,alt,lebenserwartung_gekoppelt_2zu1,68.500,68,1.199,0.500,0.600,0.140,0.071,3.718
2040,alt,lebenserwartung_gekoppelt_2zu1,68.500,69,1.199,0.000,0.000,0.100,0.000,0.000
2040,alt,lebenserwartung_gekoppelt_2zu1,68.500,70,1.199,0.000,0.000,0.070,0.000,0.000
2040,alt,lebenserwartung_gekoppelt_2zu1,68.500,71,1.199,0.000,0.000,0.050,0.000,0.000
2040,alt,lebenserwartung_gekoppelt_2zu1,68.500,72,1.199,0.000,0.000,0.040,0.000,0.000
2040,alt,daenemarknah,70.000,67,1.199,1.000,1.199,0.200,0.204,10.622
2040,alt,daenemarknah,70.000,68,1.199,1.000,1.199,0.140,0.143,7.436
2040,alt,daenemarknah,70.000,69,1.199,1.000,1.199,0.100,0.102,5.311
2040,alt,daenemarknah,70.000,70,1.199,0.000,0.000,0.070,0.000,0.000
2040,alt,daenemarknah,70.000,71,1.199,0.000,0.000,0.050,0.000,0.000
2040,alt,daenemarknah,70.000,72,1.199,0.000,0.000,0.040,0.000,0.000
2041,alt,status_quo_67,67.000,67,1.200,0.000,0.000,0.200,0.000,0.000
2041,alt,status_quo_67,67.000,68,1.200,0.000,0.000,0.140,0.000,0.000
2041,alt,status_quo_67,67.000,69,1.200,0.000,0.000,0.100,0.000,0.000
2041,alt,status_quo_67,67.000,70,1.200,0.000,0.000,0.070,0.000,0.000
2041,alt,status_quo_67,67.000,71,1.200,0.000,0.000,0.050,0.000,0.000
2041,alt,status_quo_67,67.000,72,1.200,0.000,0.000,0.040,0.000,0.000
2041,alt,lebenserwartung_gekoppelt_2zu1,68.600,67,1.200,1.000,1.200,0.200,0.204,10.905
2041,alt,lebenserwartung_gekoppelt_2zu1,68.600,68,1.200,0.600,0.720,0.140,0.086,4.580
2041,alt,lebenserwartung_gekoppelt_2zu1,68.600,69,1.200,0.000,0.000,0.100,0.000,0.000
2041,alt,lebenserwartung_gekoppelt_2zu1,68.600,70,1.200,0.000,0.000,0.070,0.000,0.000
2041,alt,lebenserwartung_gekoppelt_2zu1,68.600,71,1.200,0.000,0.000,0.050,0.000,0.000
2041,alt,lebenserwartung_gekoppelt_2zu1,68.600,72,1.200,0.000,0.000,0.040,0.000,0.000
2041,alt,daenemarknah,70.067,67,1.200,1.000,1.200,0.200,0.204,10.905
2041,alt,daenemarknah,70.067,68,1.200,1.000,1.200,0.140,0.143,7.634
2041,alt,daenemarknah,70.067,69,1.200,1.000,1.200,0.100,0.102,5.453
2041,alt,daenemarknah,70.067,70,1.200,0.067,0.080,0.070,0.005,0.254
2041,alt,daenemarknah,70.067,71,1.200,0.000,0.000,0.050,0.000,0.000
2041,alt,daenemarknah,70.067,72,1.200,0.000,0.000,0.040,0.000,0.000
2042,alt,status_quo_67,67.000,67,1.201,0.000,0.000,0.200,0.000,0.000
2042,alt,status_quo_67,67.000,68,1.201,0.000,0.000,0.140,0.000,0.000
2042,alt,status_quo_67,67.000,69,1.201,0.000,0.000,0.100,0.000,0.000
2042,alt,status_quo_67,67.000,70,1.201,0.000,0.000,0.070,0.000,0.000
2042,alt,status_quo_67,67.000,71,1.201,0.000,0.000,0.050,0.000,0.000
2042,alt,status_quo_67,67.000,72,1.201,0.000,0.000,0.040,0.000,0.000
2042,alt,lebenserwartung_gekoppelt_2zu1,68.700,67,1.201,1.000,1.201,0.200,0.204,11.196
2042,alt,lebenserwartung_gekoppelt_2zu1,68.700,68,1.201,0.700,0.841,0.140,0.100,5.486
2042,alt,lebenserwartung_gekoppelt_2zu1,68.700,69,1.201,0.000,0.000,0.100,0.000,0.000
2042,alt,lebenserwartung_gekoppelt_2zu1,68.700,70,1.201,0.000,0.000,0.070,0.000,0.000
2042,alt,lebenserwartung_gekoppelt_2zu1,68.700,71,1.201,0.000,0.000,0.050,0.000,0.000
2042,alt,lebenserwartung_gekoppelt_2zu1,68.700,72,1.201,0.000,0.000,0.040,0.000,0.000
2042,alt,daenemarknah,70.133,67,1.201,1.000,1.201,0.200,0.204,11.196
2042,alt,daenemarknah,70.133,68,1.201,1.000,1.201,0.140,0.143,7.837
2042,alt,daenemarknah,70.133,69,1.201,1.000,1.201,0.100,0.102,5.598
2042,alt,daenemarknah,70.133,70,1.201,0.133,0.160,0.070,0.010,0.522
2042,alt,daenemarknah,70.133,71,1.201,0.000,0.000,0.050,0.000,0.000
2042,alt,daenemarknah,70.133,72,1.201,0.000,0.000,0.040,0.000,0.000
2043,alt,status_quo_67,67.000,67,1.202,0.000,0.000,0.200,0.000,0.000
2043,alt,status_quo_67,67.000,68,1.202,0.000,0.000,0.140,0.000,0.000
2043,alt,status_quo_67,67.000,69,1.202,0.000,0.000,0.100,0.000,0.000
2043,alt,status_quo_67,67.000,70,1.202,0.000,0.000,0.070,0.000,0.000
2043,alt,status_quo_67,67.000,71,1.202,0.000,0.000,0.050,0.000,0.000
2043,alt,status_quo_67,67.000,72,1.202,0.000,0.000,0.040,0.000,0.000
2043,alt,lebenserwartung_gekoppelt_2zu1,68.800,67,1.202,1.000,1.202,0.200,0.204,11.494
2043,alt,lebenserwartung_gekoppelt_2zu1,68.800,68,1.202,0.800,0.962,0.140,0.114,6.437
2043,alt,lebenserwartung_gekoppelt_2zu1,68.800,69,1.202,0.000,0.000,0.100,0.000,0.000
2043,alt,lebenserwartung_gekoppelt_2zu1,68.800,70,1.202,0.000,0.000,0.070,0.000,0.000
2043,alt,lebenserwartung_gekoppelt_2zu1,68.800,71,1.202,0.000,0.000,0.050,0.000,0.000
2043,alt,lebenserwartung_gekoppelt_2zu1,68.800,72,1.202,0.000,0.000,0.040,0.000,0.000
2043,alt,daenemarknah,70.200,67,1.202,1.000,1.202,0.200,0.204,11.494
2043,alt,daenemarknah,70.200,68,1.202,1.000,1.202,0.140,0.143,8.046
2043,alt,daenemarknah,70.200,69,1.202,1.000,1.202,0.100,0.102,5.747
2043,alt,daenemarknah,70.200,70,1.202,0.200,0.240,0.070,0.014,0.805
2043,alt,daenemarknah,70.200,71,1.202,0.000,0.000,0.050,0.000,0.000
2043,alt,daenemarknah,70.200,72,1.202,0.000,0.000,0.040,0.000,0.000
2044,alt,status_quo_67,67.000,67,1.203,0.000,0.000,0.200,0.000,0.000
2044,alt,status_quo_67,67.000,68,1.203,0.000,0.000,0.140,0.000,0.000
2044,alt,status_quo_67,67.000,69,1.203,0.000,0.000,0.100,0.000,0.000
2044,alt,status_quo_67,67.000,70,1.203,0.000,0.000,0.070,0.000,0.000
2044,alt,status_quo_67,67.000,71,1.203,0.000,0.000,0.050,0.000,0.000
2044,alt,status_quo_67,67.000,72,1.203,0.000,0.000,0.040,0.000,0.000
2044,alt,lebenserwartung_gekoppelt_2zu1,68.900,67,1.203,1.000,1.203,0.200,0.204,11.800
2044,alt,lebenserwartung_gekoppelt_2zu1,68.900,68,1.203,0.900,1.083,0.140,0.129,7.434
2044,alt,lebenserwartung_gekoppelt_2zu1,68.900,69,1.203,0.000,0.000,0.100,0.000,0.000
2044,alt,lebenserwartung_gekoppelt_2zu1,68.900,70,1.203,0.000,0.000,0.070,0.000,0.000
2044,alt,lebenserwartung_gekoppelt_2zu1,68.900,71,1.203,0.000,0.000,0.050,0.000,0.000
2044,alt,lebenserwartung_gekoppelt_2zu1,68.900,72,1.203,0.000,0.000,0.040,0.000,0.000
2044,alt,daenemarknah,70.267,67,1.203,1.000,1.203,0.200,0.204,11.800
2044,alt,daenemarknah,70.267,68,1.203,1.000,1.203,0.140,0.143,8.260
2044,alt,daenemarknah,70.267,69,1.203,1.000,1.203,0.100,0.102,5.900
2044,alt,daenemarknah,70.267,70,1.203,0.267,0.321,0.070,0.019,1.101
2044,alt,daenemarknah,70.267,71,1.203,0.000,0.000,0.050,0.000,0.000
2044,alt,daenemarknah,70.267,72,1.203,0.000,0.000,0.040,0.000,0.000
2045,alt,status_quo_67,67.000,67,1.204,0.000,0.000,0.200,0.000,0.000
2045,alt,status_quo_67,67.000,68,1.204,0.000,0.000,0.140,0.000,0.000
2045,alt,status_quo_67,67.000,69,1.204,0.000,0.000,0.100,0.000,0.000
2045,alt,status_quo_67,67.000,70,1.204,0.000,0.000,0.070,0.000,0.000
2045,alt,status_quo_67,67.000,71,1.204,0.000,0.000,0.050,0.000,0.000
2045,alt,status_quo_67,67.000,72,1.204,0.000,0.000,0.040,0.000,0.000
2045,alt,lebenserwartung_gekoppelt_2zu1,69.000,67,1.204,1.000,1.204,0.200,0.205,12.115
2045,alt,lebenserwartung_gekoppelt_2zu1,69.000,68,1.204,1.000,1.204,0.140,0.143,8.480
2045,alt,lebenserwartung_gekoppelt_2zu1,69.000,69,1.204,0.000,0.000,0.100,0.000,0.000
2045,alt,lebenserwartung_gekoppelt_2zu1,69.000,70,1.204,0.000,0.000,0.070,0.000,0.000
2045,alt,lebenserwartung_gekoppelt_2zu1,69.000,71,1.204,0.000,0.000,0.050,0.000,0.000
2045,alt,lebenserwartung_gekoppelt_2zu1,69.000,72,1.204,0.000,0.000,0.040,0.000,0.000
2045,alt,daenemarknah,70.333,67,1.204,1.000,1.204,0.200,0.205,12.115
2045,alt,daenemarknah,70.333,68,1.204,1.000,1.204,0.140,0.143,8.480
2045,alt,daenemarknah,70.333,69,1.204,1.000,1.204,0.100,0.102,6.057
2045,alt,daenemarknah,70.333,70,1.204,0.333,0.401,0.070,0.024,1.413
2045,alt,daenemarknah,70.333,71,1.204,0.000,0.000,0.050,0.000,0.000
2045,alt,daenemarknah,70.333,72,1.204,0.000,0.000,0.040,0.000,0.000
2046,alt,status_quo_67,67.000,67,1.205,0.000,0.000,0.200,0.000,0.000
2046,alt,status_quo_67,67.000,68,1.205,0.000,0.000,0.140,0.000,0.000
2046,alt,status_quo_67,67.000,69,1.205,0.000,0.000,0.100,0.000,0.000
2046,alt,status_quo_67,67.000,70,1.205,0.000,0.000,0.070,0.000,0.000
2046,alt,status_quo_67,67.000,71,1.205,0.000,0.000,0.050,0.000,0.000
2046,alt,status_quo_67,67.000,72,1.205,0.000,0.000,0.040,0.000,0.000
2046,alt,lebenserwartung_gekoppelt_2zu1,69.100,67,1.205,1.000,1.205,0.200,0.205,12.436
2046,alt,lebenserwartung_gekoppelt_2zu1,69.100,68,1.205,1.000,1.205,0.140,0.143,8.705
2046,alt,lebenserwartung_gekoppelt_2zu1,69.100,69,1.205,0.100,0.120,0.100,0.010,0.622
2046,alt,lebenserwartung_gekoppelt_2zu1,69.100,70,1.205,0.000,0.000,0.070,0.000,0.000
2046,alt,lebenserwartung_gekoppelt_2zu1,69.100,71,1.205,0.000,0.000,0.050,0.000,0.000
2046,alt,lebenserwartung_gekoppelt_2zu1,69.100,72,1.205,0.000,0.000,0.040,0.000,0.000
2046,alt,daenemarknah,70.400,67,1.205,1.000,1.205,0.200,0.205,12.436
2046,alt,daenemarknah,70.400,68,1.205,1.000,1.205,0.140,0.143,8.705
2046,alt,daenemarknah,70.400,69,1.205,1.000,1.205,0.100,0.102,6.218
2046,alt,daenemarknah,70.400,70,1.205,0.400,0.482,0.070,0.029,1.741
2046,alt,daenemarknah,70.400,71,1.205,0.000,0.000,0.050,0.000,0.000
2046,alt,daenemarknah,70.400,72,1.205,0.000,0.000,0.040,0.000,0.000
2047,alt,status_quo_67,67.000,67,1.206,0.000,0.000,0.200,0.000,0.000
2047,alt,status_quo_67,67.000,68,1.206,0.000,0.000,0.140,0.000,0.000
2047,alt,status_quo_67,67.000,69,1.206,0.000,0.000,0.100,0.000,0.000
2047,alt,status_quo_67,67.000,70,1.206,0.000,0.000,0.070,0.000,0.000
2047,alt,status_quo_67,67.000,71,1.206,0.000,0.000,0.050,0.000,0.000
2047,alt,status_quo_67,67.000,72,1.206,0.000,0.000,0.040,0.000,0.000
2047,alt,lebenserwartung_gekoppelt_2zu1,69.200,67,1.206,1.000,1.206,0.200,0.205,12.765
2047,alt,lebenserwartung_gekoppelt_2zu1,69.200,68,1.206,1.000,1.206,0.140,0.143,8.936
2047,alt,lebenserwartung_gekoppelt_2zu1,69.200,69,1.206,0.200,0.241,0.100,0.020,1.277
2047,alt,lebenserwartung_gekoppelt_2zu1,69.200,70,1.206,0.000,0.000,0.070,0.000,0.000
2047,alt,lebenserwartung_gekoppelt_2zu1,69.200,71,1.206,0.000,0.000,0.050,0.000,0.000
2047,alt,lebenserwartung_gekoppelt_2zu1,69.200,72,1.206,0.000,0.000,0.040,0.000,0.000
2047,alt,daenemarknah,70.467,67,1.206,1.000,1.206,0.200,0.205,12.765
2047,alt,daenemarknah,70.467,68,1.206,1.000,1.206,0.140,0.143,8.936
2047,alt,daenemarknah,70.467,69,1.206,1.000,1.206,0.100,0.102,6.383
2047,alt,daenemarknah,70.467,70,1.206,0.467,0.563,0.070,0.033,2.085
2047,alt,daenemarknah,70.467,71,1.206,0.000,0.000,0.050,0.000,0.000
2047,alt,daenemarknah,70.467,72,1.206,0.000,0.000,0.040,0.000,0.000
2048,alt,status_quo_67,67.000,67,1.206,0.000,0.000,0.200,0.000,0.000
2048,alt,status_quo_67,67.000,68,1.206,0.000,0.000,0.140,0.000,0.000
2048,alt,status_quo_67,67.000,69,1.206,0.000,0.000,0.100,0.000,0.000
2048,alt,status_quo_67,67.000,70,1.206,0.000,0.000,0.070,0.000,0.000
2048,alt,status_quo_67,67.000,71,1.206,0.000,0.000,0.050,0.000,0.000
2048,alt,status_quo_67,67.000,72,1.206,0.000,0.000,0.040,0.000,0.000
2048,alt,lebenserwartung_gekoppelt_2zu1,69.300,67,1.206,1.000,1.206,0.200,0.205,13.104
2048,alt,lebenserwartung_gekoppelt_2zu1,69.300,68,1.206,1.000,1.206,0.140,0.144,9.173
2048,alt,lebenserwartung_gekoppelt_2zu1,69.300,69,1.206,0.300,0.362,0.100,0.031,1.966
2048,alt,lebenserwartung_gekoppelt_2zu1,69.300,70,1.206,0.000,0.000,0.070,0.000,0.000
2048,alt,lebenserwartung_gekoppelt_2zu1,69.300,71,1.206,0.000,0.000,0.050,0.000,0.000
2048,alt,lebenserwartung_gekoppelt_2zu1,69.300,72,1.206,0.000,0.000,0.040,0.000,0.000
2048,alt,daenemarknah,70.533,67,1.206,1.000,1.206,0.200,0.205,13.104
2048,alt,daenemarknah,70.533,68,1.206,1.000,1.206,0.140,0.144,9.173
2048,alt,daenemarknah,70.533,69,1.206,1.000,1.206,0.100,0.103,6.552
2048,alt,daenemarknah,70.533,70,1.206,0.533,0.643,0.070,0.038,2.446
2048,alt,daenemarknah,70.533,71,1.206,0.000,0.000,0.050,0.000,0.000
2048,alt,daenemarknah,70.533,72,1.206,0.000,0.000,0.040,0.000,0.000
2049,alt,status_quo_67,67.000,67,1.207,0.000,0.000,0.200,0.000,0.000
2049,alt,status_quo_67,67.000,68,1.207,0.000,0.000,0.140,0.000,0.000
2049,alt,status_quo_67,67.000,69,1.207,0.000,0.000,0.100,0.000,0.000
2049,alt,status_quo_67,67.000,70,1.207,0.000,0.000,0.070,0.000,0.000
2049,alt,status_quo_67,67.000,71,1.207,0.000,0.000,0.050,0.000,0.000
2049,alt,status_quo_67,67.000,72,1.207,0.000,0.000,0.040,0.000,0.000
2049,alt,lebenserwartung_gekoppelt_2zu1,69.400,67,1.207,1.000,1.207,0.200,0.205,13.451
2049,alt,lebenserwartung_gekoppelt_2zu1,69.400,68,1.207,1.000,1.207,0.140,0.144,9.416
2049,alt,lebenserwartung_gekoppelt_2zu1,69.400,69,1.207,0.400,0.483,0.100,0.041,2.690
2049,alt,lebenserwartung_gekoppelt_2zu1,69.400,70,1.207,0.000,0.000,0.070,0.000,0.000
2049,alt,lebenserwartung_gekoppelt_2zu1,69.400,71,1.207,0.000,0.000,0.050,0.000,0.000
2049,alt,lebenserwartung_gekoppelt_2zu1,69.400,72,1.207,0.000,0.000,0.040,0.000,0.000
2049,alt,daenemarknah,70.600,67,1.207,1.000,1.207,0.200,0.205,13.451
2049,alt,daenemarknah,70.600,68,1.207,1.000,1.207,0.140,0.144,9.416
2049,alt,daenemarknah,70.600,69,1.207,1.000,1.207,0.100,0.103,6.725
2049,alt,daenemarknah,70.600,70,1.207,0.600,0.724,0.070,0.043,2.825
2049,alt,daenemarknah,70.600,71,1.207,0.000,0.000,0.050,0.000,0.000
2049,alt,daenemarknah,70.600,72,1.207,0.000,0.000,0.040,0.000,0.000
2050,alt,status_quo_67,67.000,67,1.208,0.000,0.000,0.200,0.000,0.000
2050,alt,status_quo_67,67.000,68,1.208,0.000,0.000,0.140,0.000,0.000
2050,alt,status_quo_67,67.000,69,1.208,0.000,0.000,0.100,0.000,0.000
2050,alt,status_quo_67,67.000,70,1.208,0.000,0.000,0.070,0.000,0.000
2050,alt,status_quo_67,67.000,71,1.208,0.000,0.000,0.050,0.000,0.000
2050,alt,status_quo_67,67.000,72,1.208,0.000,0.000,0.040,0.000,0.000
2050,alt,lebenserwartung_gekoppelt_2zu1,69.500,67,1.208,1.000,1.208,0.200,0.205,13.807
2050,alt,lebenserwartung_gekoppelt_2zu1,69.500,68,1.208,1.000,1.208,0.140,0.144,9.665
2050,alt,lebenserwartung_gekoppelt_2zu1,69.500,69,1.208,0.500,0.604,0.100,0.051,3.452
2050,alt,lebenserwartung_gekoppelt_2zu1,69.500,70,1.208,0.000,0.000,0.070,0.000,0.000
2050,alt,lebenserwartung_gekoppelt_2zu1,69.500,71,1.208,0.000,0.000,0.050,0.000,0.000
2050,alt,lebenserwartung_gekoppelt_2zu1,69.500,72,1.208,0.000,0.000,0.040,0.000,0.000
2050,alt,daenemarknah,70.667,67,1.208,1.000,1.208,0.200,0.205,13.807
2050,alt,daenemarknah,70.667,68,1.208,1.000,1.208,0.140,0.144,9.665
2050,alt,daenemarknah,70.667,69,1.208,1.000,1.208,0.100,0.103,6.904
2050,alt,daenemarknah,70.667,70,1.208,0.667,0.805,0.070,0.048,3.222
2050,alt,daenemarknah,70.667,71,1.208,0.000,0.000,0.050,0.000,0.000
2050,alt,daenemarknah,70.667,72,1.208,0.000,0.000,0.040,0.000,0.000
2051,alt,status_quo_67,67.000,67,1.209,0.000,0.000,0.200,0.000,0.000
2051,alt,status_quo_67,67.000,68,1.209,0.000,0.000,0.140,0.000,0.000
2051,alt,status_quo_67,67.000,69,1.209,0.000,0.000,0.100,0.000,0.000
2051,alt,status_quo_67,67.000,70,1.209,0.000,0.000,0.070,0.000,0.000
2051,alt,status_quo_67,67.000,71,1.209,0.000,0.000,0.050,0.000,0.000
2051,alt,status_quo_67,67.000,72,1.209,0.000,0.000,0.040,0.000,0.000
2051,alt,lebenserwartung_gekoppelt_2zu1,69.600,67,1.209,1.000,1.209,0.200,0.206,14.173
2051,alt,lebenserwartung_gekoppelt_2zu1,69.600,68,1.209,1.000,1.209,0.140,0.144,9.921
2051,alt,lebenserwartung_gekoppelt_2zu1,69.600,69,1.209,0.600,0.725,0.100,0.062,4.252
2051,alt,lebenserwartung_gekoppelt_2zu1,69.600,70,1.209,0.000,0.000,0.070,0.000,0.000
2051,alt,lebenserwartung_gekoppelt_2zu1,69.600,71,1.209,0.000,0.000,0.050,0.000,0.000
2051,alt,lebenserwartung_gekoppelt_2zu1,69.600,72,1.209,0.000,0.000,0.040,0.000,0.000
2051,alt,daenemarknah,70.733,67,1.209,1.000,1.209,0.200,0.206,14.173
2051,alt,daenemarknah,70.733,68,1.209,1.000,1.209,0.140,0.144,9.921
2051,alt,daenemarknah,70.733,69,1.209,1.000,1.209,0.100,0.103,7.087
2051,alt,daenemarknah,70.733,70,1.209,0.733,0.887,0.070,0.053,3.638
2051,alt,daenemarknah,70.733,71,1.209,0.000,0.000,0.050,0.000,0.000
2051,alt,daenemarknah,70.733,72,1.209,0.000,0.000,0.040,0.000,0.000
2052,alt,status_quo_67,67.000,67,1.210,0.000,0.000,0.200,0.000,0.000
2052,alt,status_quo_67,67.000,68,1.210,0.000,0.000,0.140,0.000,0.000
2052,alt,status_quo_67,67.000,69,1.210,0.000,0.000,0.100,0.000,0.000
2052,alt,status_quo_67,67.000,70,1.210,0.000,0.000,0.070,0.000,0.000
2052,alt,status_quo_67,67.000,71,1.210,0.000,0.000,0.050,0.000,0.000
2052,alt,status_quo_67,67.000,72,1.210,0.000,0.000,0.040,0.000,0.000
2052,alt,lebenserwartung_gekoppelt_2zu1,69.700,67,1.210,1.000,1.210,0.200,0.206,14.549
2052,alt,lebenserwartung_gekoppelt_2zu1,69.700,68,1.210,1.000,1.210,0.140,0.144,10.184
2052,alt,lebenserwartung_gekoppelt_2zu1,69.700,69,1.210,0.700,0.847,0.100,0.072,5.092
2052,alt,lebenserwartung_gekoppelt_2zu1,69.700,70,1.210,0.000,0.000,0.070,0.000,0.000
2052,alt,lebenserwartung_gekoppelt_2zu1,69.700,71,1.210,0.000,0.000,0.050,0.000,0.000
2052,alt,lebenserwartung_gekoppelt_2zu1,69.700,72,1.210,0.000,0.000,0.040,0.000,0.000
2052,alt,daenemarknah,70.800,67,1.210,1.000,1.210,0.200,0.206,14.549
2052,alt,daenemarknah,70.800,68,1.210,1.000,1.210,0.140,0.144,10.184
2052,alt,daenemarknah,70.800,69,1.210,1.000,1.210,0.100,0.103,7.274
2052,alt,daenemarknah,70.800,70,1.210,0.800,0.968,0.070,0.058,4.074
2052,alt,daenemarknah,70.800,71,1.210,0.000,0.000,0.050,0.000,0.000
2052,alt,daenemarknah,70.800,72,1.210,0.000,0.000,0.040,0.000,0.000
2053,alt,status_quo_67,67.000,67,1.211,0.000,0.000,0.200,0.000,0.000
2053,alt,status_quo_67,67.000,68,1.211,0.000,0.000,0.140,0.000,0.000
2053,alt,status_quo_67,67.000,69,1.211,0.000,0.000,0.100,0.000,0.000
2053,alt,status_quo_67,67.000,70,1.211,0.000,0.000,0.070,0.000,0.000
2053,alt,status_quo_67,67.000,71,1.211,0.000,0.000,0.050,0.000,0.000
2053,alt,status_quo_67,67.000,72,1.211,0.000,0.000,0.040,0.000,0.000
2053,alt,lebenserwartung_gekoppelt_2zu1,69.800,67,1.211,1.000,1.211,0.200,0.206,14.934
2053,alt,lebenserwartung_gekoppelt_2zu1,69.800,68,1.211,1.000,1.211,0.140,0.144,10.454
2053,alt,lebenserwartung_gekoppelt_2zu1,69.800,69,1.211,0.800,0.969,0.100,0.082,5.974
2053,alt,lebenserwartung_gekoppelt_2zu1,69.800,70,1.211,0.000,0.000,0.070,0.000,0.000
2053,alt,lebenserwartung_gekoppelt_2zu1,69.800,71,1.211,0.000,0.000,0.050,0.000,0.000
